record_id,date,weather_station,district,rainfall_mm,max_temperature_c,min_temperature_c,flood_incidents,water_supply_interruptions,crop_yield_index,school_closure_days,district_policy_pressure_index
284,2024-09-14,Cape Coast North,Cape Coast,68.1,34.8,24.0,1,3,90.2,1,46.4
285,2021-04-19,Winneba,Cape Coast,19.8,34.5,23.5,0,4,102.2,0,16.5
286,2021-08-22,Mankessim,Mfantsiman,77.6,30.2,23.5,1,7,94.5,1,39.5
287,2024-10-01,Komenda,Cape Coast,79.8,30.2,21.6,0,0,84.2,1,35.5
288,2025-03-11,Komenda,Elmina,22.4,32.9,21.9,0,4,94.7,0,20.3
289,2024-08-01,Winneba,Abura Asebu Kwamankese,89.1,30.1,21.1,2,0,107.6,0,41.6
290,2025-07-27,Elmina,Cape Coast,43.4,30.9,26.7,0,3,88.5,0,59.8
291,2022-12-27,Elmina,Ekumfi,107.6,30.9,25.2,2,3,87.3,0,52.2
292,2024-04-25,Winneba,Mfantsiman,73.2,32.4,23.3,0,6,95.3,2,46.6
293,2023-05-11,Elmina,Komenda,46.0,33.9,23.9,2,2,88.9,0,56.3
294,2024-01-06,Elmina,Abura Asebu Kwamankese,96.4,31.2,22.3,1,3,76.0,1,36.6
295,2024-03-15,Elmina,Elmina,51.9,29.7,22.3,1,1,104.9,1,51.8
296,2021-03-12,Elmina,Abura Asebu Kwamankese,66.7,29.8,24.4,0,3,88.5,4,54.2
297,2025-01-24,Cape Coast South,Elmina,56.6,29.4,23.3,1,3,97.5,1,42.8
298,2021-07-08,Cape Coast South,Komenda,68.7,33.2,24.1,0,0,86.4,3,31.3
299,2021-12-31,Komenda,Komenda,50.0,30.2,24.8,1,3,107.2,0,38.7
300,2022-01-03,Cape Coast North,Ekumfi,102.4,35.6,27.5,3,1,99.5,2,49.1
301,2023-05-03,Cape Coast South,Cape Coast,98.2,28.1,25.1,1,3,85.6,1,53.6
302,2021-08-08,Cape Coast North,Cape Coast,143.9,28.9,23.8,2,4,84.4,0,24.2
303,2023-06-06,Mankessim,Abura Asebu Kwamankese,46.2,30.1,21.0,1,2,90.3,0,44.4
304,2022-02-26,Winneba,Cape Coast,63.9,32.2,22.5,0,6,91.1,1,33.3
305,2023-01-27,Mankessim,Cape Coast,58.5,30.3,22.9,0,1,85.7,1,47.4
306,2022-10-05,Mankessim,Komenda,73.0,34.6,22.4,1,0,87.3,0,47.3
307,2022-05-24,Winneba,Komenda,68.2,30.8,23.1,1,1,75.0,0,49.4
308,2024-02-16,Mankessim,Komenda,29.1,29.1,23.2,1,0,90.1,0,46.4
309,2021-06-05,Winneba,Komenda,144.4,29.4,23.0,1,2,79.4,4,37.1
310,2022-03-14,Cape Coast North,Cape Coast,97.8,29.0,23.8,1,2,83.6,0,39.5
311,2022-05-25,Winneba,Elmina,103.5,31.8,23.3,1,2,92.0,0,44.8
312,2024-08-17,Komenda,Elmina,72.0,31.7,27.4,0,2,88.0,1,30.4
313,2024-12-21,Cape Coast North,Komenda,106.3,33.1,22.9,2,4,96.0,1,50.1
314,2024-02-05,Komenda,Komenda,12.3,31.4,24.2,0,2,90.6,0,46.1
315,2024-12-11,Komenda,Elmina,115.2,28.7,24.0,2,3,79.8,1,35.4
316,2022-10-15,Elmina,Mfantsiman,48.4,32.8,24.6,2,3,94.6,0,46.9
317,2023-03-20,Komenda,Elmina,36.9,26.9,25.5,1,4,84.7,0,43.3
318,2022-05-20,Cape Coast South,Elmina,65.3,28.0,24.1,0,4,89.2,0,41.1
319,2025-01-04,Mankessim,Ekumfi,72.3,34.3,21.8,0,1,78.1,1,23.1
320,2025-11-22,Komenda,Elmina,56.1,31.4,23.5,1,3,85.7,0,57.3
321,2024-06-14,Winneba,Elmina,58.1,31.8,23.5,0,4,100.2,0,56.3
322,2025-07-27,Elmina,Mfantsiman,18.0,29.7,24.7,0,2,98.3,0,32.1
323,2021-08-16,Mankessim,Cape Coast,83.6,27.6,22.9,0,4,84.3,1,32.9
324,2024-06-09,Cape Coast North,Komenda,86.8,30.4,23.5,0,3,90.7,0,52.4
325,2021-01-08,Komenda,Cape Coast,36.2,31.0,23.1,1,3,94.6,1,58.0
326,2023-08-20,Mankessim,Abura Asebu Kwamankese,46.4,33.8,25.4,0,5,97.5,1,30.9
327,2021-10-27,Elmina,Cape Coast,44.5,29.7,23.6,0,3,80.8,1,45.7
328,2024-12-21,Komenda,Mfantsiman,97.1,32.6,24.3,1,2,63.9,1,46.4
329,2021-12-03,Komenda,Mfantsiman,71.5,28.5,24.2,1,1,88.7,0,38.6
330,2021-05-12,Winneba,Ekumfi,121.3,33.5,21.6,1,4,81.6,1,53.9
331,2021-01-19,Cape Coast South,Komenda,67.4,32.5,22.5,0,3,91.1,0,33.2
332,2022-11-05,Elmina,Mfantsiman,22.5,31.5,27.3,0,3,101.3,0,39.8
333,2024-04-28,Elmina,Mfantsiman,106.9,29.9,23.4,1,3,89.2,0,27.6
334,2025-06-05,Komenda,Cape Coast,77.0,28.3,21.4,1,4,95.7,0,35.8
335,2021-12-11,Elmina,Abura Asebu Kwamankese,62.1,31.6,22.1,2,3,90.2,0,49.5
336,2022-10-07,Cape Coast North,Komenda,33.2,29.2,26.7,0,2,92.6,0,59.0
337,2025-07-10,Cape Coast North,Ekumfi,29.5,33.4,23.4,0,4,99.3,0,40.7
338,2021-12-03,Komenda,Elmina,70.9,30.3,24.3,1,0,95.4,0,53.3
339,2024-03-08,Elmina,Ekumfi,30.9,28.6,25.5,0,4,100.6,0,45.3
340,2023-12-18,Mankessim,Abura Asebu Kwamankese,67.2,28.7,24.1,1,4,91.1,1,46.6
341,2023-07-01,Komenda,Elmina,78.8,29.3,24.0,0,1,83.5,1,38.8
342,2024-01-09,Cape Coast North,Elmina,28.1,34.0,24.3,0,4,92.3,0,33.4
343,2025-11-01,Elmina,Abura Asebu Kwamankese,29.7,35.0,20.8,1,1,98.5,0,12.8
344,2024-06-08,Cape Coast South,Ekumfi,75.8,34.9,24.2,0,6,95.1,3,37.7
345,2025-11-18,Komenda,Elmina,21.9,32.3,22.9,0,0,90.5,0,44.3
346,2022-08-17,Cape Coast North,Elmina,98.7,28.9,22.8,1,2,83.1,5,50.0
347,2021-08-26,Cape Coast North,Elmina,39.4,35.6,24.3,1,1,95.6,0,58.0
348,2025-07-12,Cape Coast South,Abura Asebu Kwamankese,63.6,27.5,21.9,0,2,79.6,1,38.9
349,2021-01-03,Komenda,Mfantsiman,60.7,31.1,24.7,1,4,83.1,0,50.3
350,2023-02-25,Winneba,Elmina,63.8,31.1,25.9,2,8,91.0,0,30.6
351,2021-04-26,Winneba,Mfantsiman,75.2,31.9,24.0,0,1,86.1,0,38.0
352,2025-07-04,Cape Coast North,Cape Coast,54.1,29.9,22.4,2,3,90.3,3,29.9
353,2022-10-09,Winneba,Cape Coast,30.7,31.2,23.7,1,6,87.4,0,37.4
354,2021-07-22,Mankessim,Cape Coast,77.0,33.0,20.9,1,7,88.8,0,45.2
355,2024-08-19,Cape Coast North,Abura Asebu Kwamankese,53.2,29.8,26.1,1,6,91.7,0,36.2
356,2022-10-17,Winneba,Ekumfi,56.2,30.9,27.5,2,1,93.9,0,53.9
357,2023-05-19,Cape Coast North,Komenda,21.5,29.1,24.3,0,4,90.0,0,40.6
358,2025-05-17,Mankessim,Mfantsiman,71.2,32.6,22.1,0,5,99.3,1,35.0
359,2024-01-07,Elmina,Ekumfi,76.7,31.8,22.7,0,3,83.7,1,48.8
360,2022-06-19,Cape Coast South,Ekumfi,31.7,30.5,26.3,0,6,89.9,0,27.6
361,2022-05-21,Cape Coast North,Ekumfi,31.1,31.1,24.2,0,0,108.2,0,48.9
362,2022-11-07,Winneba,Ekumfi,19.9,35.9,26.3,0,6,80.9,0,36.6
363,2025-08-08,Komenda,Abura Asebu Kwamankese,66.1,28.8,21.3,1,3,94.6,0,51.7
364,2021-10-05,Winneba,Mfantsiman,60.9,29.2,22.8,1,5,90.5,0,37.8
365,2021-10-07,Cape Coast South,Ekumfi,79.3,31.6,23.8,0,3,86.3,1,33.4
366,2024-03-24,Winneba,Komenda,81.8,32.7,22.0,0,1,101.7,1,48.0
367,2023-11-07,Winneba,Ekumfi,59.7,28.0,22.3,2,5,83.7,0,50.5
368,2025-08-14,Komenda,Abura Asebu Kwamankese,77.7,27.4,28.5,1,3,98.0,2,56.4
369,2021-11-23,Cape Coast North,Elmina,41.2,24.3,25.0,0,4,93.6,1,38.6
370,2025-07-22,Mankessim,Elmina,68.6,31.0,24.2,0,4,91.0,1,43.0
371,2021-05-05,Elmina,Elmina,24.2,31.4,23.3,1,6,87.3,0,55.7
372,2022-01-20,Komenda,Abura Asebu Kwamankese,72.9,29.6,27.2,0,3,85.6,0,45.2
373,2022-11-21,Cape Coast South,Komenda,88.4,31.7,22.0,1,3,79.6,0,58.2
374,2022-01-13,Mankessim,Komenda,57.0,32.5,24.7,1,1,96.2,0,60.2
375,2023-03-29,Komenda,Cape Coast,104.7,32.0,24.2,1,4,96.9,0,56.2
376,2022-08-26,Mankessim,Cape Coast,51.8,26.7,23.5,0,4,89.5,0,36.3
377,2025-07-21,Cape Coast North,Cape Coast,49.9,30.0,24.2,4,4,93.2,0,40.0
378,2024-06-21,Cape Coast South,Mfantsiman,72.3,30.4,24.4,0,2,96.7,1,46.8
379,2024-10-09,Elmina,Cape Coast,55.3,31.5,23.2,0,1,85.6,0,27.1
380,2024-12-15,Elmina,Ekumfi,96.7,29.8,25.2,0,3,86.7,0,46.4
381,2024-10-20,Winneba,Cape Coast,71.3,34.7,23.9,0,3,95.6,0,26.6
382,2024-11-23,Winneba,Abura Asebu Kwamankese,23.6,28.7,22.8,1,2,100.2,1,46.9
383,2024-02-08,Cape Coast South,Komenda,42.7,31.5,25.7,0,5,97.1,1,34.6
384,2021-02-25,Elmina,Elmina,48.4,31.2,20.5,1,2,84.8,1,40.6
385,2023-04-04,Cape Coast North,Abura Asebu Kwamankese,103.7,28.7,22.1,2,1,91.8,0,39.1
386,2023-08-22,Cape Coast South,Komenda,24.9,29.9,26.6,1,3,85.2,0,43.9
387,2023-03-08,Winneba,Abura Asebu Kwamankese,28.2,31.9,23.4,0,1,103.8,0,61.5
388,2021-02-12,Winneba,Ekumfi,44.6,29.3,24.6,1,1,80.5,0,47.1
389,2025-06-10,Winneba,Abura Asebu Kwamankese,58.6,33.0,23.3,0,4,93.5,0,54.5
390,2022-10-22,Komenda,Komenda,70.4,30.6,24.4,1,3,86.7,0,44.8
391,2022-12-27,Elmina,Mfantsiman,71.0,30.7,24.1,1,2,90.6,0,35.1
392,2025-12-09,Komenda,Komenda,186.4,30.6,26.2,2,3,70.1,0,44.9
393,2024-11-04,Cape Coast South,Komenda,63.4,29.5,23.6,0,4,83.2,0,26.8
394,2023-05-27,Komenda,Komenda,81.8,34.0,25.6,0,2,92.4,1,53.9
395,2024-06-04,Elmina,Komenda,10.9,31.6,24.2,0,4,96.0,1,41.0
396,2022-12-31,Cape Coast South,Abura Asebu Kwamankese,31.8,34.4,23.8,0,4,99.0,1,39.1
397,2024-07-17,Elmina,Cape Coast,92.3,30.5,25.1,0,6,87.8,0,44.1
398,2025-01-08,Elmina,Mfantsiman,117.1,29.5,23.8,1,4,64.2,1,35.3
399,2021-08-24,Mankessim,Cape Coast,31.0,30.2,22.9,0,1,98.3,0,51.7
400,2024-05-20,Cape Coast North,Abura Asebu Kwamankese,55.7,32.8,21.4,0,4,96.0,0,40.3
401,2024-01-29,Cape Coast North,Mfantsiman,57.1,29.6,23.2,2,8,103.3,1,39.6
402,2025-05-31,Cape Coast North,Komenda,93.1,29.8,27.6,0,4,87.3,4,43.9
403,2025-11-26,Winneba,Elmina,102.3,28.8,21.2,3,2,74.3,1,50.4
404,2024-04-27,Mankessim,Abura Asebu Kwamankese,131.8,31.9,25.7,2,4,79.4,0,42.0
405,2023-10-30,Mankessim,Cape Coast,48.6,30.8,25.2,0,5,97.7,1,36.9
406,2021-12-19,Mankessim,Cape Coast,56.6,30.8,25.1,1,3,91.6,1,47.1
407,2022-09-29,Komenda,Mfantsiman,108.1,33.0,26.9,3,2,96.0,2,48.1
408,2024-05-24,Cape Coast North,Elmina,58.0,32.0,25.1,0,3,99.2,1,31.2
409,2023-08-27,Cape Coast South,Komenda,51.0,31.8,23.3,1,2,83.3,1,43.7
410,2022-02-12,Mankessim,Elmina,96.0,32.1,24.4,2,1,82.1,2,37.0
411,2023-01-04,Winneba,Mfantsiman,51.8,30.1,25.4,1,1,83.8,0,67.5
412,2021-07-16,Cape Coast North,Mfantsiman,66.8,30.7,24.6,0,3,92.2,1,54.5
413,2022-08-14,Komenda,Cape Coast,71.6,33.0,23.2,1,1,78.1,1,63.7
414,2022-03-05,Winneba,Komenda,50.4,32.0,25.3,2,1,88.6,1,43.9
415,2023-08-07,Winneba,Ekumfi,9.9,32.2,24.5,0,2,96.4,0,45.0
416,2023-01-29,Mankessim,Elmina,68.3,31.9,24.2,2,4,102.4,0,38.2
417,2021-10-03,Cape Coast South,Elmina,94.6,33.3,23.9,0,4,88.4,0,55.3
418,2023-04-06,Elmina,Komenda,12.9,31.8,23.5,0,1,87.6,0,39.5
419,2025-10-16,Cape Coast South,Komenda,75.9,30.4,23.8,0,5,77.9,0,39.2
420,2024-06-01,Komenda,Elmina,29.5,31.1,24.0,1,3,98.0,1,45.6
421,2022-08-05,Komenda,Cape Coast,88.5,31.2,23.1,1,0,93.6,1,62.1
422,2024-10-13,Komenda,Komenda,78.1,27.8,25.5,0,5,86.2,0,45.9
423,2024-10-22,Winneba,Cape Coast,35.7,31.6,24.0,0,3,87.4,1,40.6
424,2023-07-18,Komenda,Elmina,45.5,29.1,21.9,1,1,86.1,0,62.6
425,2025-01-08,Cape Coast South,Mfantsiman,32.4,30.8,23.3,0,5,96.3,0,39.5
426,2022-10-13,Winneba,Abura Asebu Kwamankese,43.9,30.0,23.5,0,1,90.5,0,55.7
427,2022-04-21,Cape Coast South,Komenda,58.0,29.4,27.0,0,3,92.3,1,29.6
428,2022-10-05,Cape Coast North,Elmina,116.5,32.0,24.2,3,2,88.8,0,66.8
429,2023-05-28,Mankessim,Ekumfi,166.4,31.2,22.7,4,2,82.4,0,50.2
430,2024-08-21,Cape Coast North,Cape Coast,23.0,36.4,22.9,1,2,103.3,1,50.3
431,2023-08-11,Mankessim,Cape Coast,36.9,32.4,24.0,1,1,101.2,1,38.8
432,2023-12-27,Cape Coast North,Ekumfi,122.5,32.1,24.4,3,5,86.4,1,33.0
433,2025-08-20,Cape Coast South,Mfantsiman,19.2,31.4,23.6,1,2,102.5,1,46.0
434,2022-01-11,Elmina,Elmina,51.3,30.9,25.3,0,4,92.9,0,44.3
435,2021-01-11,Mankessim,Abura Asebu Kwamankese,65.4,33.2,23.8,2,3,102.4,1,34.7
436,2023-05-19,Cape Coast South,Elmina,43.9,30.9,23.7,0,3,95.3,1,41.3
437,2025-11-23,Cape Coast North,Abura Asebu Kwamankese,94.2,31.1,24.9,0,7,73.1,1,13.3
438,2024-10-20,Mankessim,Komenda,23.5,34.1,27.1,0,1,99.0,0,36.1
439,2025-09-15,Elmina,Mfantsiman,95.4,27.9,24.3,1,3,89.6,0,38.5
440,2025-07-01,Mankessim,Mfantsiman,42.5,32.4,20.7,0,5,92.7,0,17.9
441,2023-09-19,Winneba,Cape Coast,59.5,29.8,25.1,3,4,81.6,0,50.6
442,2022-07-16,Mankessim,Komenda,35.0,36.3,27.0,0,2,94.0,1,63.5
443,2025-08-06,Komenda,Ekumfi,63.4,29.3,24.7,0,4,101.5,0,48.8
444,2021-05-12,Elmina,Mfantsiman,73.8,29.3,22.2,0,3,90.1,0,30.9
445,2021-10-15,Mankessim,Abura Asebu Kwamankese,35.5,32.5,26.1,1,4,90.4,0,41.0
446,2022-03-12,Cape Coast North,Mfantsiman,115.9,28.7,24.6,0,4,76.1,0,40.6
447,2024-06-12,Mankessim,Cape Coast,42.6,33.6,22.6,0,4,87.5,2,40.9
448,2024-10-09,Elmina,Mfantsiman,76.1,30.4,21.5,0,2,90.5,2,42.7
449,2025-10-04,Komenda,Ekumfi,84.0,29.6,21.1,1,5,92.9,0,37.6
450,2022-08-29,Mankessim,Abura Asebu Kwamankese,73.1,35.1,24.8,1,5,83.0,2,33.8
451,2023-12-01,Winneba,Komenda,122.3,33.0,25.8,1,2,81.0,1,50.9
452,2024-05-18,Cape Coast South,Komenda,86.5,32.0,25.0,2,5,86.1,1,55.8
453,2025-07-27,Elmina,Mfantsiman,60.4,30.5,24.9,1,4,84.6,0,35.3
454,2024-09-13,Cape Coast North,Cape Coast,72.2,32.7,26.8,1,3,93.9,0,30.8
455,2024-11-06,Komenda,Komenda,60.2,28.2,25.2,1,1,92.0,0,56.6
456,2025-11-03,Elmina,Abura Asebu Kwamankese,64.5,34.5,21.4,0,5,84.1,0,37.9
457,2023-01-20,Elmina,Cape Coast,123.2,32.9,23.2,3,6,84.8,2,27.8
458,2024-09-10,Elmina,Cape Coast,16.0,29.9,24.7,0,1,99.9,1,37.6
459,2024-01-10,Cape Coast North,Mfantsiman,49.4,33.2,25.6,0,3,94.0,0,56.2
460,2025-02-19,Elmina,Cape Coast,53.3,30.9,23.8,2,2,80.8,0,45.3
461,2021-02-08,Mankessim,Elmina,48.8,32.5,25.4,0,1,95.0,0,51.6
462,2025-11-05,Mankessim,Ekumfi,41.2,33.4,24.0,1,2,92.9,1,27.8
463,2023-09-14,Elmina,Ekumfi,92.4,29.3,23.7,2,1,87.1,2,39.8
464,2025-12-29,Mankessim,Elmina,32.2,30.8,23.4,1,2,93.9,1,57.5
465,2023-06-22,Winneba,Cape Coast,49.8,33.4,21.9,1,3,95.5,1,41.7
466,2023-04-24,Cape Coast North,Mfantsiman,61.2,33.2,24.0,0,1,93.0,0,51.8
467,2021-06-27,Mankessim,Elmina,28.9,30.5,23.0,0,4,99.6,0,49.1
468,2024-01-17,Elmina,Abura Asebu Kwamankese,16.6,31.4,28.0,0,3,96.4,0,40.2
469,2021-11-01,Komenda,Ekumfi,43.0,29.6,24.3,0,2,108.8,0,43.6
470,2025-08-08,Cape Coast South,Komenda,108.9,30.7,24.8,3,5,90.1,2,37.3
471,2025-01-18,Cape Coast South,Abura Asebu Kwamankese,61.5,30.7,22.3,0,3,88.4,1,19.8
472,2022-05-11,Winneba,Cape Coast,111.7,26.6,24.9,0,4,80.3,2,51.6
473,2025-01-28,Cape Coast North,Cape Coast,37.0,31.2,25.2,0,6,98.1,0,54.0
474,2021-10-03,Komenda,Ekumfi,32.4,31.9,22.4,2,4,90.9,0,36.5
475,2025-02-07,Cape Coast North,Mfantsiman,26.9,31.6,21.6,0,2,94.8,0,61.0
476,2024-08-17,Cape Coast South,Mfantsiman,63.5,30.2,27.0,0,3,89.4,0,48.9
477,2022-04-03,Komenda,Abura Asebu Kwamankese,111.1,32.2,25.4,5,1,85.2,1,32.8
478,2023-08-24,Cape Coast South,Ekumfi,50.2,30.7,23.2,1,5,79.3,1,26.8
479,2023-08-02,Cape Coast South,Komenda,72.9,32.0,24.6,2,6,92.9,1,13.5
480,2024-06-22,Cape Coast North,Elmina,77.3,28.0,24.5,0,3,90.3,1,47.4
481,2023-10-14,Elmina,Cape Coast,80.2,32.0,24.1,0,5,80.9,1,32.7
482,2024-02-22,Mankessim,Ekumfi,10.9,30.5,22.5,0,2,101.4,1,39.5
483,2021-05-16,Winneba,Komenda,62.0,29.0,22.6,0,3,78.5,2,36.5
484,2024-06-28,Komenda,Cape Coast,59.1,33.6,21.7,0,1,93.4,0,43.8
485,2023-12-04,Mankessim,Mfantsiman,13.9,31.5,23.9,0,1,97.5,0,49.7
486,2024-09-03,Winneba,Abura Asebu Kwamankese,79.1,31.0,23.3,1,4,89.2,0,52.8
487,2021-04-18,Komenda,Komenda,82.2,30.0,24.7,1,1,108.4,0,39.1
488,2021-12-05,Cape Coast South,Ekumfi,51.0,30.8,21.7,0,0,110.8,1,34.1
489,2024-01-12,Komenda,Mfantsiman,23.2,31.6,23.7,0,4,86.6,1,43.9
490,2023-03-01,Komenda,Ekumfi,14.9,35.5,21.0,0,3,88.6,0,38.3
491,2024-12-13,Mankessim,Abura Asebu Kwamankese,89.4,32.3,23.4,1,2,90.0,1,45.6
492,2022-02-16,Cape Coast North,Elmina,40.8,28.1,23.8,1,2,86.4,0,53.7
493,2022-11-04,Winneba,Abura Asebu Kwamankese,96.2,31.3,25.5,3,2,91.7,0,41.9
494,2024-07-09,Winneba,Elmina,58.9,30.4,22.3,2,5,109.6,1,19.9
495,2024-01-26,Komenda,Elmina,48.8,30.2,24.7,0,3,92.4,1,37.4
496,2023-03-29,Elmina,Komenda,30.1,29.3,24.7,0,2,96.5,1,70.1
497,2023-06-08,Elmina,Abura Asebu Kwamankese,44.7,31.4,25.1,0,2,82.2,0,41.4
498,2023-09-21,Mankessim,Elmina,83.6,32.5,23.1,1,3,83.0,1,35.3
499,2021-03-02,Mankessim,Abura Asebu Kwamankese,89.6,29.0,24.2,0,2,73.7,2,40.3
500,2022-07-16,Winneba,Ekumfi,58.9,31.8,25.9,1,1,88.4,0,53.1
501,2021-03-17,Komenda,Komenda,81.8,32.6,25.5,1,2,97.4,0,35.1
502,2025-08-28,Mankessim,Abura Asebu Kwamankese,89.1,32.4,23.2,1,3,80.3,1,70.8
503,2024-10-27,Winneba,Cape Coast,89.8,31.2,22.7,1,3,91.8,1,33.6
504,2024-06-05,Cape Coast North,Mfantsiman,60.1,31.9,23.4,3,0,88.8,0,43.4
505,2023-06-09,Cape Coast South,Abura Asebu Kwamankese,48.9,31.5,23.4,1,1,92.6,1,64.5
506,2025-09-27,Cape Coast North,Abura Asebu Kwamankese,99.5,31.7,26.4,0,3,101.9,1,46.5
507,2024-06-08,Cape Coast South,Abura Asebu Kwamankese,89.1,28.7,23.1,0,1,96.1,1,63.3
508,2025-05-16,Komenda,Elmina,53.7,30.2,24.0,0,0,89.3,0,61.7
509,2022-05-14,Komenda,Mfantsiman,74.8,27.6,22.4,0,7,86.4,1,42.7
510,2025-12-08,Cape Coast North,Ekumfi,68.4,32.1,22.9,2,3,84.4,1,28.2
511,2021-12-02,Cape Coast North,Komenda,62.3,31.8,22.9,1,1,103.2,0,40.5
512,2022-03-14,Mankessim,Komenda,63.0,32.6,23.8,0,4,95.3,0,28.6
513,2023-12-27,Elmina,Komenda,37.5,27.9,23.0,0,6,99.0,1,31.8
514,2022-04-15,Mankessim,Komenda,147.7,25.2,23.2,2,4,79.0,2,33.9
515,2023-12-18,Cape Coast North,Komenda,39.8,30.7,23.7,1,6,93.2,0,30.2
516,2021-12-21,Winneba,Cape Coast,64.8,32.1,21.2,2,1,89.8,0,61.6
517,2025-06-08,Mankessim,Elmina,125.7,28.2,24.0,3,2,76.4,0,57.5
518,2022-03-03,Cape Coast South,Ekumfi,103.4,28.1,24.9,1,2,78.8,5,29.0
519,2021-07-15,Elmina,Ekumfi,36.5,31.3,23.8,0,4,82.8,0,43.7
520,2021-12-15,Mankessim,Abura Asebu Kwamankese,59.0,32.1,24.8,0,1,89.9,1,27.4
521,2024-05-20,Mankessim,Mfantsiman,80.6,31.2,24.4,1,4,78.6,0,43.5
522,2023-11-19,Mankessim,Komenda,64.7,33.6,23.9,0,8,102.7,0,23.6
523,2021-05-22,Mankessim,Komenda,39.9,28.9,24.5,1,3,103.1,2,38.7
524,2024-11-09,Mankessim,Ekumfi,86.9,33.0,22.2,1,1,82.6,1,33.9
525,2023-02-25,Winneba,Ekumfi,104.4,31.8,23.9,3,1,77.6,0,56.7
526,2024-05-17,Winneba,Mfantsiman,54.3,30.9,24.7,0,2,92.0,0,35.6
527,2024-07-18,Cape Coast North,Elmina,60.2,33.1,23.3,1,2,91.3,0,41.8
528,2024-02-14,Elmina,Mfantsiman,38.1,30.4,25.4,1,2,90.1,0,34.3
529,2021-03-30,Komenda,Mfantsiman,84.9,31.1,23.1,0,4,93.5,2,34.8
530,2024-07-16,Komenda,Komenda,44.0,28.5,22.5,1,2,85.5,0,47.0
531,2025-07-14,Cape Coast North,Ekumfi,73.6,33.8,26.0,1,4,89.9,0,36.2
532,2022-04-26,Cape Coast South,Elmina,169.7,29.6,26.6,3,4,75.4,0,26.0
533,2022-06-20,Cape Coast North,Cape Coast,97.5,32.8,26.8,3,1,80.6,1,56.9
534,2024-12-12,Cape Coast South,Elmina,72.5,29.6,23.2,1,0,93.4,0,53.8
535,2022-01-30,Winneba,Mfantsiman,41.5,30.1,23.7,0,14,92.4,0,19.6
536,2025-02-17,Elmina,Elmina,42.2,30.7,23.8,0,7,102.3,0,42.6
537,2025-09-22,Komenda,Elmina,70.7,30.6,22.5,0,5,79.1,0,33.6
538,2025-05-02,Mankessim,Elmina,60.0,32.0,24.5,0,2,80.8,0,30.4
539,2021-01-25,Mankessim,Mfantsiman,25.4,32.4,20.8,0,2,101.8,0,46.5
540,2024-02-03,Winneba,Ekumfi,34.8,30.7,24.2,0,5,87.9,0,49.9
541,2024-12-10,Cape Coast North,Cape Coast,167.1,35.0,23.9,1,4,82.4,2,44.5
542,2023-12-25,Elmina,Komenda,58.7,30.5,23.2,1,2,92.5,0,52.6
543,2023-11-19,Komenda,Komenda,87.1,33.2,23.8,0,4,85.3,0,35.2
544,2022-11-12,Mankessim,Elmina,32.4,31.0,26.6,0,1,90.4,0,42.5
545,2022-04-04,Winneba,Cape Coast,15.0,29.8,23.7,0,2,94.7,1,55.4
546,2023-11-12,Cape Coast North,Komenda,203.2,30.1,23.9,3,4,73.0,6,54.2
547,2025-05-31,Cape Coast South,Komenda,98.1,32.3,24.7,3,4,85.7,0,54.6
548,2025-07-23,Elmina,Mfantsiman,123.4,33.4,24.4,1,5,91.6,2,35.2
549,2023-11-06,Mankessim,Abura Asebu Kwamankese,47.1,34.1,22.5,2,1,89.9,1,46.2
550,2024-06-08,Cape Coast South,Ekumfi,56.8,33.3,24.7,0,2,82.3,0,44.9
551,2022-10-05,Elmina,Mfantsiman,46.3,29.9,28.3,0,3,95.7,1,29.5
552,2024-10-12,Mankessim,Ekumfi,58.0,28.1,24.3,1,2,95.0,0,26.8
553,2021-08-16,Cape Coast South,Abura Asebu Kwamankese,103.7,32.2,25.0,0,4,83.6,0,47.7
554,2025-06-18,Winneba,Ekumfi,44.6,30.0,25.7,1,1,74.2,0,32.2
555,2025-11-24,Komenda,Cape Coast,56.7,31.7,23.9,1,3,92.0,1,41.0
556,2023-02-03,Cape Coast North,Mfantsiman,52.7,34.9,23.0,1,3,106.9,0,51.0
557,2022-05-30,Komenda,Mfantsiman,83.8,28.8,23.2,2,2,93.8,1,41.2
558,2021-08-15,Elmina,Abura Asebu Kwamankese,36.5,31.6,20.2,0,4,87.0,0,33.9
559,2024-12-30,Mankessim,Elmina,42.7,28.7,24.9,1,5,78.0,0,49.1
560,2021-10-14,Cape Coast South,Cape Coast,114.1,34.3,23.6,2,5,80.5,1,50.6
561,2025-04-20,Mankessim,Komenda,138.9,30.1,26.1,2,6,88.4,1,56.0
562,2021-04-28,Komenda,Abura Asebu Kwamankese,120.2,30.6,23.5,0,2,82.8,1,40.5
563,2024-12-28,Cape Coast North,Ekumfi,59.5,33.0,22.5,0,1,97.7,0,24.1
564,2024-05-12,Cape Coast North,Abura Asebu Kwamankese,155.6,34.8,24.5,1,4,75.1,1,42.1
565,2024-10-24,Komenda,Elmina,71.2,30.9,22.6,0,0,82.0,1,45.5
566,2025-04-08,Cape Coast South,Elmina,42.7,33.9,24.2,0,6,85.8,1,24.6
567,2025-06-05,Mankessim,Cape Coast,59.2,31.7,24.5,1,0,94.7,2,50.9
568,2025-11-03,Elmina,Mfantsiman,23.5,31.3,23.2,0,3,92.3,0,28.6
569,2021-03-06,Winneba,Elmina,34.0,29.5,25.8,0,1,88.5,1,61.2
