market_record_id,date,region,district,market_name,commodity,price_ghs,wholesale_price_ghs,quantity_available_kg,seller_type,mobile_money_acceptance,market_centre_type
270,2025-06-13,Central,Mfantsiman,Ho Main Market,palm oil,7.49,6.79,351,wholesaler,no,urban
271,2023-12-16,North East,Chereponi,Agbogbloshie,onion,11.26,9.59,315,wholesaler,no,rural
272,2023-04-02,Bono East,Atebubu,Techiman Market,maize,21.63,19.25,255,wholesaler,no,rural
273,2024-06-10,Central,Komenda,Techiman Market,plantain,13.75,12.66,26,wholesaler,no,urban
274,2024-04-18,Greater Accra,Madina,Makola,pepper,21.78,18.63,553,wholesaler,no,urban
275,2023-10-16,Greater Accra,Accra,Kotokuraba,onion,14.33,13.29,91,wholesaler,no,rural
276,2023-10-26,Upper West,Lawra,Takoradi Market,tomato,10.3,9.21,519,retailer,yes,rural
277,2024-02-04,Greater Accra,Tema,Tamale Central,maize,21.06,18.34,158,wholesaler,yes,rural
278,2024-12-26,North East,Nalerigu,Techiman Market,cassava,14.5,12.97,405,retailer,no,rural
279,2022-06-25,Savannah,Salaga,Kejetia,tomato,18.85,16.37,561,aggregator,no,rural
280,2023-05-25,Central,Kasoa,Ho Main Market,pepper,9.26,8.52,343,aggregator,no,urban
281,2025-01-19,Western,Shama,Kejetia,palm oil,19.37,17.0,92,wholesaler,no,rural
282,2023-12-06,Ahafo,Tano North,Takoradi Market,sardine,19.57,18.16,408,aggregator,yes,rural
283,2025-04-04,Savannah,Damongo,Agbogbloshie,palm oil,14.9,13.13,257,aggregator,yes,urban
284,2023-08-25,Northern,Tolon,Agbogbloshie,maize,10.15,9.13,341,wholesaler,no,urban
285,2024-04-17,Northern,Tolon,Keta Market,tomato,13.25,12.45,360,aggregator,no,peri-urban
286,2024-09-28,Western,Tarkwa,Kotokuraba,yam,16.68,13.97,324,aggregator,no,rural
287,2022-02-20,Greater Accra,Madina,Techiman Market,palm oil,14.62,13.28,27,wholesaler,no,peri-urban
288,2023-11-17,Upper East,Navrongo,Aboabo Market,rice,16.62,13.91,226,wholesaler,no,peri-urban
289,2022-09-23,Eastern,Akim Oda,Aboabo Market,tomato,19.19,17.67,430,wholesaler,no,urban
290,2025-01-15,Upper West,Lawra,Ho Main Market,pepper,10.73,9.57,277,retailer,yes,urban
291,2023-08-29,Upper West,Tumu,Makola,palm oil,8.99,8.38,65,wholesaler,yes,peri-urban
292,2024-12-11,Central,Komenda,Ho Main Market,sardine,13.29,12.28,145,aggregator,yes,peri-urban
293,2025-04-17,Central,Cape Coast,Aboabo Market,pepper,12.0,9.95,40,wholesaler,yes,peri-urban
294,2025-07-25,Western,Shama,Ho Main Market,sardine,17.73,14.83,189,retailer,no,peri-urban
295,2025-06-16,Bono,Wenchi,Ho Main Market,yam,9.24,8.24,563,aggregator,yes,rural
296,2023-08-08,Oti,Kadjebi,Techiman Market,rice,19.24,16.97,435,retailer,yes,peri-urban
297,2022-12-05,Ahafo,Asutifi South,Takoradi Market,yam,21.62,18.17,474,aggregator,no,urban
298,2024-12-31,Eastern,Koforidua,Agbogbloshie,rice,13.47,11.25,225,wholesaler,yes,peri-urban
299,2023-01-09,North East,Bunkpurugu,Ho Main Market,onion,13.75,12.21,352,retailer,yes,peri-urban
300,2023-08-03,Volta,Ho,Ho Main Market,cassava,10.29,8.5,40,wholesaler,yes,urban
301,2023-06-01,Ashanti,Kumasi,Makola,sardine,11.13,10.29,84,aggregator,no,peri-urban
302,2025-06-15,North East,Walewale,Aboabo Market,onion,11.67,10.7,596,wholesaler,no,urban
303,2022-05-01,North East,Bunkpurugu,Ho Main Market,tomato,22.31,20.4,107,wholesaler,no,rural
304,2025-12-07,Oti,Jasikan,Keta Market,rice,13.13,10.79,498,aggregator,no,rural
305,2024-04-16,North East,Nalerigu,Takoradi Market,yam,8.48,7.0,62,retailer,yes,urban
306,2023-07-24,Oti,Kadjebi,Ho Main Market,onion,14.72,13.04,160,aggregator,no,rural
307,2022-02-12,Western,Axim,Takoradi Market,yam,17.98,16.89,393,aggregator,no,rural
308,2025-05-05,Bono,Wenchi,Makola,rice,13.34,11.49,535,wholesaler,no,rural
309,2022-03-13,Oti,Dambai,Kejetia,yam,22.52,19.4,519,aggregator,yes,urban
310,2022-04-01,North East,Nalerigu,Makola,maize,17.67,14.77,298,retailer,yes,peri-urban
311,2023-05-06,Western North,Sefwi Wiawso,Makola,maize,9.33,8.41,345,aggregator,yes,rural
312,2024-01-19,Savannah,Sawla,Aboabo Market,sardine,11.1,9.96,437,aggregator,yes,peri-urban
313,2024-09-24,Western,Tarkwa,Makola,yam,14.57,12.12,572,wholesaler,no,peri-urban
314,2023-01-18,Upper East,Navrongo,Kotokuraba,tomato,7.51,6.58,327,retailer,yes,rural
315,2024-03-15,Western North,Bodi,Keta Market,maize,15.15,13.64,326,wholesaler,no,rural
316,2025-03-23,Western North,Juaboso,Aboabo Market,tomato,7.27,6.39,489,wholesaler,yes,peri-urban
317,2022-06-19,Upper East,Paga,Techiman Market,pepper,19.26,17.35,203,retailer,no,rural
318,2025-07-19,Volta,Hohoe,Makola,plantain,18.5,16.98,310,retailer,yes,urban
319,2024-07-06,Bono East,Kintampo,Tamale Central,rice,16.07,14.5,268,aggregator,yes,urban
320,2025-02-07,Bono,Dormaa,Tamale Central,rice,10.63,9.5,343,retailer,yes,rural
321,2022-05-31,Savannah,Damongo,Agbogbloshie,tomato,14.29,13.18,462,wholesaler,yes,peri-urban
322,2023-03-07,Northern,Tolon,Ho Main Market,cassava,11.25,10.44,78,retailer,no,rural
323,2023-03-27,North East,Nalerigu,Kotokuraba,tomato,9.39,8.14,288,retailer,yes,urban
324,2023-10-05,Oti,Nkwanta South,Kotokuraba,rice,11.96,10.06,337,retailer,no,peri-urban
325,2024-02-19,Upper West,Tumu,Takoradi Market,plantain,17.19,15.78,113,wholesaler,no,rural
326,2022-01-23,Upper West,Wa,Agbogbloshie,maize,13.67,11.56,273,aggregator,yes,urban
327,2023-01-02,Ashanti,Kumasi,Tamale Central,tomato,22.37,20.84,479,aggregator,yes,peri-urban
328,2023-10-13,Upper West,Lawra,Makola,yam,17.6,14.48,534,wholesaler,yes,urban
329,2024-03-30,Upper West,Jirapa,Keta Market,cassava,16.95,15.77,552,aggregator,yes,rural
330,2022-08-27,Western,Axim,Ho Main Market,rice,7.67,6.83,123,aggregator,no,rural
331,2023-03-10,Upper West,Jirapa,Keta Market,tomato,12.18,11.12,421,wholesaler,no,urban
332,2023-12-05,Volta,Hohoe,Tamale Central,tomato,9.28,8.05,352,wholesaler,yes,urban
333,2025-02-24,Western North,Bibiani,Tamale Central,yam,12.63,11.86,112,aggregator,no,urban
334,2024-07-30,Western North,Bodi,Kejetia,pepper,10.56,8.95,576,retailer,yes,urban
335,2023-06-25,North East,Bunkpurugu,Ho Main Market,maize,11.8,10.05,593,aggregator,no,urban
336,2023-09-25,Savannah,Salaga,Takoradi Market,plantain,19.52,16.13,561,retailer,yes,peri-urban
337,2022-07-17,Savannah,Damongo,Kotokuraba,maize,15.9,14.83,456,wholesaler,no,rural
338,2023-04-27,Bono,Wenchi,Takoradi Market,yam,19.15,16.75,29,retailer,yes,peri-urban
339,2025-04-17,Oti,Kadjebi,Kotokuraba,rice,7.69,6.93,475,retailer,yes,urban
340,2024-05-18,Upper East,Bawku,Kejetia,yam,13.74,12.4,434,retailer,yes,peri-urban
341,2023-06-07,Volta,Ho,Takoradi Market,sardine,18.88,17.46,537,wholesaler,yes,rural
342,2023-10-13,Eastern,Akim Oda,Agbogbloshie,onion,22.81,20.52,394,aggregator,no,urban
343,2024-08-16,Central,Cape Coast,Ho Main Market,pepper,7.83,6.95,550,aggregator,yes,urban
344,2023-03-13,North East,Nalerigu,Aboabo Market,onion,11.91,10.78,543,retailer,yes,rural
345,2024-05-06,Northern,Tamale,Ho Main Market,rice,19.34,17.6,392,aggregator,no,peri-urban
346,2022-11-10,Savannah,Sawla,Ho Main Market,plantain,12.59,10.6,458,wholesaler,no,rural
347,2022-01-19,Greater Accra,Accra,Kejetia,maize,9.79,8.16,214,wholesaler,yes,rural
348,2025-03-29,Eastern,Nsawam,Keta Market,cassava,7.83,6.49,284,wholesaler,no,peri-urban
349,2024-03-28,Eastern,Nsawam,Tamale Central,sardine,9.66,8.35,526,wholesaler,no,peri-urban
350,2022-05-02,Ahafo,Asunafo North,Techiman Market,pepper,7.45,6.55,445,aggregator,yes,urban
351,2022-03-13,Central,Kasoa,Aboabo Market,onion,13.74,12.28,118,retailer,yes,urban
352,2024-12-14,Volta,Kpando,Makola,tomato,18.43,17.23,49,retailer,yes,urban
353,2023-04-05,North East,Chereponi,Keta Market,sardine,8.66,7.44,310,retailer,yes,rural
354,2022-06-18,Eastern,Suhum,Kotokuraba,maize,14.73,13.42,594,wholesaler,yes,peri-urban
355,2023-08-05,Upper East,Navrongo,Ho Main Market,sardine,18.1,16.0,506,aggregator,no,peri-urban
356,2025-03-18,Ahafo,Asutifi South,Kejetia,rice,13.45,11.38,425,aggregator,no,urban
357,2023-09-21,Western,Tarkwa,Kejetia,tomato,7.66,6.85,47,aggregator,yes,rural
358,2022-01-26,Western,Tarkwa,Ho Main Market,plantain,15.41,14.42,165,aggregator,yes,rural
359,2025-06-25,Central,Komenda,Kotokuraba,tomato,13.21,11.03,307,aggregator,yes,peri-urban
360,2023-12-22,Upper West,Tumu,Aboabo Market,plantain,12.75,11.23,271,aggregator,yes,peri-urban
361,2025-06-04,Savannah,Damongo,Aboabo Market,rice,11.12,9.19,181,retailer,no,peri-urban
362,2024-10-30,Upper East,Navrongo,Keta Market,plantain,13.88,11.92,129,wholesaler,no,peri-urban
363,2025-01-23,Central,Komenda,Ho Main Market,tomato,16.09,14.39,417,retailer,yes,rural
364,2022-05-01,Western North,Bodi,Agbogbloshie,plantain,31.09,28.63,290,aggregator,no,urban
365,2022-05-06,Upper East,Paga,Takoradi Market,palm oil,14.0,12.71,207,wholesaler,no,peri-urban
366,2023-07-03,Bono,Sunyani,Agbogbloshie,yam,22.85,20.01,551,wholesaler,yes,peri-urban
367,2024-12-28,North East,Walewale,Makola,plantain,15.26,14.18,295,wholesaler,yes,peri-urban
368,2022-10-24,Western,Tarkwa,Agbogbloshie,tomato,13.0,11.13,266,wholesaler,no,rural
369,2023-11-17,Northern,Savelugu,Kejetia,yam,14.18,12.91,343,aggregator,no,urban
370,2024-08-30,Eastern,Koforidua,Keta Market,yam,8.78,7.7,37,aggregator,no,rural
371,2024-12-04,Eastern,Koforidua,Techiman Market,tomato,14.99,13.91,427,wholesaler,no,urban
372,2023-09-27,Ashanti,Ejisu,Tamale Central,cassava,6.7,6.14,430,aggregator,yes,rural
373,2023-01-17,Oti,Nkwanta South,Makola,rice,9.95,9.24,144,wholesaler,no,peri-urban
374,2024-11-16,Ashanti,Obuasi,Techiman Market,maize,13.99,11.83,339,aggregator,yes,peri-urban
375,2023-12-06,Eastern,Nsawam,Ho Main Market,maize,20.45,18.41,172,wholesaler,no,urban
376,2023-05-12,Upper East,Paga,Agbogbloshie,yam,22.21,20.18,576,aggregator,no,rural
377,2024-05-01,North East,Nalerigu,Tamale Central,rice,12.39,11.26,39,retailer,yes,urban
378,2025-03-05,Ashanti,Obuasi,Techiman Market,plantain,14.22,12.52,266,retailer,yes,rural
379,2023-12-08,Northern,Tolon,Kotokuraba,palm oil,19.0,15.61,409,aggregator,no,peri-urban
380,2024-12-08,Upper West,Jirapa,Makola,pepper,8.45,7.19,366,aggregator,no,urban
381,2022-05-01,Western North,Bodi,Takoradi Market,cassava,15.51,13.32,495,retailer,yes,urban
382,2025-05-25,Upper East,Paga,Makola,onion,10.08,9.3,222,aggregator,no,peri-urban
383,2023-09-18,Volta,Ho,Tamale Central,rice,12.68,11.68,28,wholesaler,yes,peri-urban
384,2023-06-10,Northern,Savelugu,Techiman Market,cassava,11.47,9.55,550,aggregator,yes,peri-urban
385,2024-12-02,Western,Axim,Tamale Central,maize,15.68,14.64,122,aggregator,no,peri-urban
386,2024-01-22,Volta,Hohoe,Ho Main Market,pepper,16.32,13.74,265,retailer,no,peri-urban
387,2022-04-06,Bono East,Kintampo,Keta Market,plantain,18.39,15.99,338,retailer,yes,peri-urban
388,2022-01-27,Bono East,Atebubu,Tamale Central,pepper,15.21,12.86,370,aggregator,yes,rural
389,2024-04-15,Bono East,Techiman,Aboabo Market,pepper,14.3,13.2,253,wholesaler,yes,rural
390,2025-06-19,Savannah,Bole,Kejetia,plantain,25.76,23.44,56,aggregator,yes,urban
391,2023-05-02,Central,Mfantsiman,Agbogbloshie,pepper,7.9,6.81,364,wholesaler,yes,rural
392,2022-08-28,North East,Nalerigu,Takoradi Market,rice,24.37,21.98,311,wholesaler,yes,urban
393,2025-08-20,Ashanti,Ejisu,Kejetia,onion,12.16,10.24,36,aggregator,no,rural
394,2022-03-08,Savannah,Sawla,Aboabo Market,cassava,16.44,14.23,109,wholesaler,no,rural
395,2025-07-28,Central,Cape Coast,Kotokuraba,rice,12.01,10.39,367,retailer,yes,peri-urban
396,2025-04-30,Volta,Keta,Keta Market,cassava,10.53,8.94,463,wholesaler,no,rural
397,2025-02-16,Ashanti,Obuasi,Takoradi Market,yam,15.95,14.76,272,wholesaler,yes,rural
398,2025-03-21,Western,Tarkwa,Keta Market,tomato,19.39,17.48,203,wholesaler,yes,rural
399,2025-11-16,Savannah,Salaga,Keta Market,tomato,15.89,13.56,309,retailer,yes,peri-urban
400,2022-08-19,Savannah,Salaga,Kotokuraba,onion,11.14,9.46,234,retailer,no,peri-urban
401,2022-12-17,North East,Walewale,Kotokuraba,palm oil,47.65,39.18,177,aggregator,no,rural
402,2024-01-31,Ahafo,Asutifi South,Keta Market,rice,20.48,17.65,412,wholesaler,yes,urban
403,2025-04-09,Western North,Bodi,Kotokuraba,onion,18.67,16.49,39,retailer,yes,rural
404,2024-05-12,Western,Tarkwa,Agbogbloshie,onion,11.9,10.15,490,wholesaler,no,peri-urban
405,2025-03-01,Greater Accra,Kasoa East,Kotokuraba,cassava,10.82,9.78,450,wholesaler,no,peri-urban
406,2022-12-23,Bono,Berekum,Kejetia,palm oil,12.21,10.62,87,aggregator,yes,urban
407,2024-12-01,Bono East,Kintampo,Ho Main Market,yam,19.66,16.87,96,wholesaler,yes,peri-urban
408,2025-08-21,Volta,Hohoe,Tamale Central,maize,9.52,8.88,121,retailer,no,peri-urban
409,2024-10-26,Western,Axim,Techiman Market,yam,9.26,7.89,226,aggregator,no,rural
410,2022-11-25,North East,Walewale,Makola,pepper,16.26,14.11,232,aggregator,yes,urban
411,2025-04-08,Bono,Berekum,Takoradi Market,pepper,15.06,13.04,98,wholesaler,yes,peri-urban
412,2024-06-29,Upper East,Bawku,Techiman Market,yam,10.28,8.73,132,wholesaler,yes,peri-urban
413,2022-12-04,Upper West,Tumu,Kejetia,yam,9.19,7.78,152,retailer,yes,rural
414,2024-12-28,Upper West,Wa,Keta Market,onion,22.27,19.07,216,wholesaler,yes,rural
415,2024-05-31,Western North,Juaboso,Techiman Market,tomato,15.26,14.1,44,retailer,yes,rural
416,2023-06-23,Greater Accra,Accra,Makola,rice,8.35,7.62,491,wholesaler,no,rural
417,2024-01-07,Upper East,Paga,Aboabo Market,pepper,8.56,7.72,562,retailer,no,urban
418,2023-03-19,Ahafo,Asunafo North,Takoradi Market,palm oil,11.86,10.38,309,wholesaler,no,rural
419,2024-07-12,Western North,Bibiani,Kotokuraba,yam,17.4,15.33,275,aggregator,yes,urban
420,2024-07-08,Northern,Tolon,Makola,plantain,16.58,14.13,225,retailer,yes,peri-urban
421,2022-02-20,Upper West,Tumu,Tamale Central,cassava,20.01,16.59,494,aggregator,no,peri-urban
422,2022-05-29,Eastern,Suhum,Kotokuraba,maize,7.99,6.87,87,aggregator,no,rural
423,2025-01-20,Bono,Wenchi,Techiman Market,sardine,14.56,12.81,234,aggregator,yes,rural
424,2023-01-03,Western North,Bodi,Keta Market,palm oil,22.18,18.34,441,aggregator,no,rural
425,2023-08-03,Greater Accra,Kasoa East,Tamale Central,cassava,21.47,17.83,577,retailer,no,peri-urban
426,2023-10-18,Western,Shama,Makola,tomato,15.27,13.0,558,wholesaler,yes,peri-urban
427,2022-03-17,Upper West,Lawra,Kotokuraba,cassava,30.62,26.46,481,aggregator,no,peri-urban
428,2025-01-14,Central,Cape Coast,Ho Main Market,plantain,16.66,14.45,474,wholesaler,no,urban
429,2022-08-15,North East,Nalerigu,Keta Market,tomato,19.39,16.17,320,retailer,no,peri-urban
430,2025-10-18,North East,Walewale,Keta Market,rice,13.67,11.58,307,wholesaler,yes,rural
431,2024-08-16,Upper East,Bawku,Keta Market,onion,10.24,8.72,21,retailer,yes,urban
432,2023-08-15,Northern,Tamale,Ho Main Market,pepper,9.91,8.21,39,wholesaler,no,urban
433,2022-01-24,Eastern,Akim Oda,Makola,cassava,14.35,12.33,496,retailer,no,urban
434,2022-01-28,Bono East,Kintampo,Kejetia,plantain,12.5,10.36,510,retailer,yes,peri-urban
435,2022-05-01,Upper West,Jirapa,Keta Market,onion,7.25,6.56,276,wholesaler,yes,peri-urban
436,2024-05-02,Ashanti,Ejisu,Tamale Central,plantain,9.4,8.14,472,aggregator,yes,peri-urban
437,2023-09-16,Bono,Wenchi,Kotokuraba,sardine,12.04,10.34,457,aggregator,yes,peri-urban
438,2024-06-08,Central,Komenda,Aboabo Market,tomato,17.37,14.51,417,wholesaler,yes,rural
439,2025-09-30,North East,Nalerigu,Keta Market,rice,13.39,11.34,172,aggregator,no,urban
440,2022-01-31,Upper East,Bolgatanga,Takoradi Market,palm oil,13.13,11.13,241,aggregator,yes,urban
441,2025-06-04,Oti,Nkwanta South,Aboabo Market,pepper,9.53,8.94,455,retailer,no,urban
442,2024-05-19,Ashanti,Obuasi,Aboabo Market,onion,13.57,12.49,155,wholesaler,no,urban
443,2025-06-27,Central,Cape Coast,Takoradi Market,cassava,21.36,17.55,547,aggregator,yes,urban
444,2022-02-19,Volta,Hohoe,Keta Market,palm oil,14.22,12.71,298,aggregator,yes,rural
445,2023-12-27,Northern,Yendi,Takoradi Market,tomato,7.94,6.75,504,aggregator,yes,rural
446,2023-01-24,Ashanti,Mampong,Kejetia,palm oil,8.69,7.23,565,wholesaler,no,urban
447,2024-08-01,Western,Sekondi-Takoradi,Kotokuraba,sardine,16.54,14.96,264,aggregator,yes,urban
448,2025-08-04,North East,Walewale,Aboabo Market,onion,12.45,10.41,37,aggregator,no,peri-urban
449,2024-10-11,Western North,Juaboso,Takoradi Market,sardine,13.12,11.46,575,aggregator,yes,urban
450,2023-04-20,Bono,Sunyani,Agbogbloshie,rice,10.86,9.73,162,retailer,no,rural
451,2024-01-26,North East,Chereponi,Agbogbloshie,yam,16.06,14.24,520,wholesaler,no,peri-urban
452,2023-08-26,Bono East,Atebubu,Kotokuraba,onion,12.12,11.36,546,aggregator,yes,rural
453,2024-07-14,Bono East,Atebubu,Ho Main Market,rice,12.61,11.53,112,retailer,yes,peri-urban
454,2024-10-26,Upper East,Bolgatanga,Kejetia,onion,9.99,9.12,402,wholesaler,no,peri-urban
455,2024-03-03,Greater Accra,Kasoa East,Ho Main Market,yam,18.59,16.04,298,retailer,no,urban
456,2023-02-16,Central,Cape Coast,Keta Market,pepper,12.46,10.23,468,retailer,yes,rural
457,2023-10-24,Bono East,Kintampo,Tamale Central,plantain,16.66,15.13,307,wholesaler,no,rural
458,2025-09-09,Greater Accra,Tema,Keta Market,onion,8.87,8.34,495,aggregator,no,urban
459,2025-11-23,Upper East,Bawku,Kotokuraba,yam,24.7,21.46,190,aggregator,yes,peri-urban
460,2025-07-29,Bono,Wenchi,Ho Main Market,pepper,21.05,19.75,544,retailer,yes,peri-urban
461,2022-07-10,Western,Tarkwa,Techiman Market,palm oil,6.9,5.78,391,wholesaler,no,rural
462,2024-02-25,Northern,Yendi,Kotokuraba,onion,10.17,8.7,412,wholesaler,no,urban
463,2023-08-08,Volta,Keta,Ho Main Market,plantain,15.91,13.37,204,aggregator,yes,urban
464,2024-08-16,Upper West,Lawra,Tamale Central,sardine,8.48,7.44,529,retailer,yes,rural
465,2023-05-15,Central,Cape Coast,Keta Market,palm oil,12.86,11.78,451,aggregator,yes,peri-urban
466,2023-08-03,Upper East,Bawku,Makola,palm oil,15.63,13.46,228,wholesaler,no,peri-urban
467,2024-03-26,Bono,Dormaa,Kejetia,onion,12.62,11.72,348,wholesaler,yes,urban
468,2025-12-28,Ashanti,Ejisu,Agbogbloshie,tomato,16.26,14.4,380,aggregator,no,peri-urban
469,2024-12-22,Greater Accra,Madina,Agbogbloshie,pepper,10.56,9.25,463,aggregator,yes,peri-urban
470,2025-08-23,Upper East,Bawku,Aboabo Market,rice,6.14,5.61,460,wholesaler,yes,peri-urban
471,2024-02-19,Greater Accra,Madina,Techiman Market,sardine,18.99,15.8,388,retailer,no,rural
472,2024-07-31,Upper East,Bawku,Techiman Market,cassava,18.94,17.29,125,wholesaler,yes,urban
473,2025-02-23,Upper West,Wa,Keta Market,onion,32.34,27.46,344,retailer,no,rural
474,2022-09-22,Central,Kasoa,Kejetia,palm oil,6.22,5.31,251,aggregator,yes,rural
475,2022-01-07,Bono East,Nkoranza,Takoradi Market,plantain,17.51,15.62,268,aggregator,yes,peri-urban
476,2025-12-07,Upper West,Wa,Takoradi Market,maize,6.76,6.27,336,retailer,yes,urban
477,2025-05-14,Savannah,Sawla,Takoradi Market,plantain,24.9,22.15,283,wholesaler,yes,peri-urban
478,2025-04-17,Ashanti,Ejisu,Makola,onion,15.97,14.34,522,wholesaler,yes,urban
479,2023-11-26,Ashanti,Ejisu,Ho Main Market,maize,9.65,8.81,282,retailer,no,peri-urban
480,2024-09-18,Greater Accra,Tema,Takoradi Market,onion,17.69,15.06,435,retailer,no,urban
481,2024-07-06,Oti,Jasikan,Kotokuraba,plantain,11.09,10.19,89,retailer,no,urban
482,2025-06-05,Greater Accra,Madina,Takoradi Market,plantain,14.96,13.02,253,retailer,yes,peri-urban
483,2024-01-18,Bono East,Kintampo,Takoradi Market,palm oil,14.47,12.17,451,wholesaler,yes,peri-urban
484,2022-05-26,Volta,Hohoe,Makola,pepper,24.79,21.37,73,aggregator,yes,rural
485,2025-08-12,Bono East,Nkoranza,Agbogbloshie,maize,25.41,21.59,189,wholesaler,yes,rural
486,2022-08-29,Bono East,Kintampo,Keta Market,rice,10.92,9.25,55,retailer,no,urban
487,2024-05-06,Savannah,Sawla,Keta Market,plantain,19.5,16.65,278,wholesaler,no,peri-urban
488,2022-10-14,Ashanti,Mampong,Ho Main Market,onion,15.24,12.83,270,retailer,yes,peri-urban
489,2024-08-09,Upper West,Tumu,Keta Market,cassava,8.21,7.39,32,retailer,no,rural
490,2022-01-26,Upper West,Tumu,Ho Main Market,onion,10.55,9.39,560,retailer,yes,peri-urban
491,2023-03-28,Northern,Tamale,Aboabo Market,pepper,30.5,27.38,76,retailer,yes,urban
492,2022-04-16,Ahafo,Goaso,Kejetia,cassava,15.26,13.14,180,wholesaler,yes,urban
493,2022-08-28,Western,Shama,Takoradi Market,onion,19.1,17.43,456,retailer,no,urban
494,2025-12-12,North East,Bunkpurugu,Keta Market,tomato,12.5,10.44,249,wholesaler,yes,rural
495,2022-11-28,Eastern,Akim Oda,Takoradi Market,onion,11.15,9.91,212,wholesaler,no,urban
496,2024-06-30,Western,Shama,Kejetia,rice,13.59,11.59,376,aggregator,no,rural
497,2024-12-01,Upper West,Tumu,Aboabo Market,yam,12.27,10.84,371,wholesaler,yes,rural
498,2023-10-07,Oti,Nkwanta South,Keta Market,palm oil,7.98,6.85,277,aggregator,no,urban
499,2022-02-04,Greater Accra,Accra,Keta Market,plantain,9.48,8.67,312,aggregator,yes,rural
500,2024-05-25,Upper East,Bolgatanga,Tamale Central,pepper,17.25,15.99,405,aggregator,no,rural
501,2025-10-02,Central,Komenda,Tamale Central,maize,11.78,10.71,253,wholesaler,yes,urban
502,2023-01-19,Eastern,Akim Oda,Agbogbloshie,onion,13.59,11.43,315,aggregator,yes,urban
503,2024-03-21,Eastern,Koforidua,Tamale Central,tomato,14.62,12.47,556,retailer,yes,rural
504,2025-08-04,Upper West,Tumu,Ho Main Market,tomato,15.02,13.97,398,wholesaler,yes,rural
505,2024-01-18,Western North,Bibiani,Techiman Market,maize,20.11,17.55,229,retailer,yes,peri-urban
506,2024-08-16,Northern,Tolon,Ho Main Market,plantain,9.17,8.56,558,wholesaler,no,urban
507,2024-11-22,Western North,Bibiani,Techiman Market,plantain,16.44,14.26,197,aggregator,yes,peri-urban
508,2022-04-05,Oti,Kadjebi,Kejetia,onion,17.54,16.39,575,aggregator,yes,rural
509,2024-10-16,Upper West,Jirapa,Kotokuraba,sardine,19.01,17.7,91,wholesaler,no,peri-urban
510,2022-07-24,Bono East,Atebubu,Keta Market,yam,8.21,7.38,527,aggregator,yes,rural
511,2024-04-13,Upper East,Bawku,Kotokuraba,palm oil,14.72,12.09,241,retailer,yes,peri-urban
512,2022-01-30,Savannah,Sawla,Ho Main Market,yam,24.55,21.31,247,retailer,no,rural
513,2022-09-23,Upper East,Navrongo,Kotokuraba,palm oil,13.0,12.08,252,aggregator,yes,rural
514,2022-01-23,Upper West,Tumu,Keta Market,yam,15.95,14.77,287,wholesaler,no,rural
515,2023-09-01,Central,Mfantsiman,Makola,tomato,17.69,14.9,273,wholesaler,no,urban
516,2022-02-08,Bono East,Techiman,Kotokuraba,palm oil,9.4,8.16,25,retailer,no,rural
517,2022-06-22,Ahafo,Goaso,Tamale Central,palm oil,25.58,23.54,66,aggregator,yes,urban
518,2024-01-30,Oti,Dambai,Keta Market,pepper,16.04,14.27,426,aggregator,no,rural
519,2025-12-07,Eastern,Suhum,Aboabo Market,yam,16.15,14.89,599,retailer,yes,peri-urban
520,2023-02-18,Central,Cape Coast,Tamale Central,onion,7.53,6.92,273,wholesaler,no,rural
521,2023-11-23,Bono East,Techiman,Makola,palm oil,17.78,16.52,468,aggregator,no,rural
522,2023-09-07,Eastern,Nsawam,Makola,sardine,16.07,13.4,78,wholesaler,no,peri-urban
523,2022-07-28,Upper East,Paga,Takoradi Market,tomato,23.77,19.91,412,wholesaler,yes,rural
524,2022-01-22,Central,Komenda,Tamale Central,rice,12.07,10.02,579,retailer,no,rural
525,2022-01-05,Bono,Sunyani,Techiman Market,onion,9.53,8.88,210,wholesaler,yes,rural
526,2023-10-13,Ashanti,Mampong,Aboabo Market,yam,10.6,9.3,284,retailer,no,peri-urban
527,2022-08-02,Upper West,Lawra,Keta Market,plantain,11.28,9.34,577,aggregator,no,rural
528,2024-07-08,Eastern,Nsawam,Makola,yam,9.1,7.81,162,wholesaler,yes,urban
529,2024-06-25,Bono East,Atebubu,Makola,pepper,21.15,18.23,265,retailer,no,urban
530,2025-03-08,Savannah,Bole,Aboabo Market,onion,21.43,19.65,235,retailer,no,urban
531,2023-11-03,Western,Axim,Takoradi Market,tomato,12.57,11.42,456,wholesaler,yes,urban
532,2023-10-29,Upper West,Wa,Techiman Market,pepper,11.73,10.59,495,retailer,yes,peri-urban
533,2024-03-10,Oti,Nkwanta South,Kejetia,maize,7.13,5.87,403,aggregator,no,rural
534,2022-11-13,Bono,Dormaa,Makola,tomato,17.18,15.97,566,wholesaler,no,urban
535,2024-03-03,Volta,Ho,Takoradi Market,palm oil,24.02,20.32,434,aggregator,no,rural
536,2023-07-30,North East,Bunkpurugu,Agbogbloshie,maize,10.77,9.64,151,retailer,yes,rural
537,2025-03-25,Upper East,Navrongo,Keta Market,plantain,12.92,10.69,417,aggregator,yes,peri-urban
538,2025-12-18,Northern,Tamale,Aboabo Market,pepper,15.67,13.0,526,retailer,no,rural
539,2022-04-01,Western,Shama,Ho Main Market,tomato,24.62,20.22,172,retailer,yes,urban
