respondent_id,region,district,age,age_group,gender,education_level,monthly_income_ghs,smartphone_skill_score,mobile_money_transactions_monthly,average_transaction_value_ghs,data_usage_gb_monthly,digital_confidence_score,savings_behaviour_score
265,Bono East,Kintampo,28,25-34,Male,basic,891.36,9,35.0,118.76,12.6,9.2,3.2
266,Savannah,Salaga,18,18-24,Male,tertiary,1289.92,4,15.0,48.46,7.8,3.8,7.0
267,North East,Bunkpurugu,59,55-65,Female,tertiary,1626.36,3,25.0,78.39,5.0,1.3,2.4
268,Western North,Juaboso,38,35-44,Male,postgraduate,704.74,3,29.0,94.74,6.6,2.7,4.5
269,Oti,Jasikan,26,25-34,Female,tertiary,1060.22,5,17.0,105.57,6.8,4.6,2.3
270,Volta,Ho,23,18-24,Male,basic,995.83,8,20.0,106.1,10.5,6.8,4.0
271,Savannah,Damongo,31,25-34,Male,postgraduate,921.62,7,12.0,56.85,5.9,7.5,5.3
272,Western North,Bibiani,18,18-24,Male,tertiary,787.03,7,18.0,133.91,8.8,7.8,6.8
273,Bono,Sunyani,36,35-44,Male,tertiary,1095.94,4,1.0,204.23,9.4,4.4,5.3
274,Volta,Keta,25,25-34,Female,secondary,1703.23,8,23.0,86.23,13.6,10.0,6.6
275,Upper East,Navrongo,42,35-44,Female,postgraduate,922.23,5,32.0,76.66,8.0,3.9,4.4
276,Greater Accra,Madina,33,25-34,Female,basic,1238.61,6,36.0,147.13,10.3,4.9,2.2
277,North East,Walewale,18,18-24,Male,secondary,323.63,9,27.0,124.16,11.1,8.3,6.9
278,Volta,Keta,18,18-24,Female,basic,940.38,6,5.0,91.82,8.1,6.9,3.8
279,Bono East,Kintampo,20,18-24,Male,postgraduate,1197.97,4,18.0,126.75,7.0,4.5,7.0
280,Western,Axim,18,18-24,Female,tertiary,1043.99,10,31.0,65.53,15.3,7.6,5.5
281,Volta,Kpando,23,18-24,Female,postgraduate,1187.06,6,22.0,107.07,13.3,6.4,7.1
282,Upper East,Navrongo,39,35-44,Male,secondary,627.49,6,16.0,122.15,9.8,3.8,6.2
283,Central,Komenda,39,35-44,Female,postgraduate,822.61,3,7.0,68.7,7.0,4.1,4.5
284,Savannah,Damongo,30,25-34,Female,basic,1077.09,4,10.0,69.26,4.2,5.4,6.0
285,Upper West,Jirapa,45,45-54,Male,postgraduate,935.09,7,19.0,62.31,8.9,5.5,4.2
286,Ashanti,Obuasi,24,18-24,Female,postgraduate,1858.48,6,17.0,145.82,12.0,5.0,8.2
287,Volta,Hohoe,21,18-24,Male,basic,2379.52,6,28.0,128.09,10.7,4.6,5.0
288,Greater Accra,Tema,18,18-24,Female,secondary,770.71,5,17.0,129.75,8.1,7.0,4.3
289,Western,Shama,51,45-54,Female,secondary,833.81,6,42.0,136.38,9.5,4.9,7.1
290,Western North,Bodi,20,18-24,Male,tertiary,1580.05,8,25.0,69.19,12.6,9.2,4.9
291,Upper West,Wa,23,18-24,Male,postgraduate,1093.02,3,23.0,124.88,8.3,3.7,3.2
292,Western North,Juaboso,37,35-44,Female,postgraduate,1029.23,3,18.0,116.82,2.3,3.8,6.2
293,Northern,Tolon,29,25-34,Female,tertiary,1453.91,6,22.0,81.29,12.8,5.3,5.4
294,Savannah,Bole,18,18-24,Female,basic,684.33,5,15.0,156.49,6.3,2.5,4.3
295,Greater Accra,Tema,36,35-44,Male,tertiary,3396.83,7,51.0,127.28,13.7,4.2,8.4
296,Savannah,Damongo,26,25-34,Male,secondary,1330.65,7,13.0,95.57,13.1,6.5,6.2
297,Volta,Kpando,39,35-44,Male,tertiary,2235.41,8,36.0,69.03,12.9,6.0,4.7
298,Central,Kasoa,18,18-24,Male,basic,2169.52,5,14.0,47.23,13.3,3.5,6.0
299,Volta,Kpando,29,25-34,Male,tertiary,817.09,6,18.0,73.71,10.5,5.1,4.9
300,Savannah,Bole,21,18-24,Male,basic,673.31,5,15.0,87.2,7.8,4.6,6.2
301,Ashanti,Mampong,30,25-34,Female,basic,768.18,7,30.0,97.77,11.9,5.3,4.5
302,North East,Walewale,24,18-24,Male,secondary,485.72,7,5.0,129.54,9.9,7.5,5.5
303,Bono East,Atebubu,27,25-34,Male,basic,1527.26,6,21.0,73.24,9.7,5.3,5.9
304,Upper West,Tumu,30,25-34,Female,secondary,786.95,5,9.0,69.51,4.4,6.4,4.1
305,Bono,Wenchi,24,18-24,Male,basic,1389.68,1,24.0,103.52,4.0,1.5,5.2
306,Bono East,Techiman,39,35-44,Male,postgraduate,859.28,9,16.0,133.32,12.0,10.0,9.7
307,Western,Tarkwa,30,25-34,Male,basic,555.82,4,0.0,72.84,7.4,1.0,8.1
308,Ahafo,Goaso,20,18-24,Male,secondary,3118.9,7,33.0,104.09,14.4,8.6,6.7
309,Northern,Savelugu,33,25-34,Male,secondary,762.08,3,16.0,135.56,4.9,4.4,7.2
310,Volta,Ho,32,25-34,Male,tertiary,935.75,9,25.0,56.88,12.2,10.0,7.2
311,Greater Accra,Accra,34,25-34,Female,basic,1090.3,8,28.0,108.68,13.1,7.5,7.0
312,North East,Chereponi,44,35-44,Female,secondary,2065.62,6,30.0,68.29,9.5,5.7,3.8
313,Central,Cape Coast,29,25-34,Female,tertiary,895.53,3,15.0,99.73,4.0,2.7,5.2
314,Western,Axim,38,35-44,Male,postgraduate,670.57,5,23.0,65.0,10.7,4.8,8.4
315,Bono East,Techiman,19,18-24,Male,postgraduate,730.6,5,16.0,56.53,9.0,7.4,5.0
316,Volta,Kpando,38,35-44,Female,basic,858.62,7,29.0,85.72,13.3,6.2,5.4
317,Northern,Savelugu,18,18-24,Male,basic,985.16,8,23.0,169.89,11.8,6.3,5.7
318,Central,Mfantsiman,18,18-24,Female,basic,1119.27,3,16.0,81.08,4.8,1.6,7.3
319,Greater Accra,Tema,18,18-24,Male,tertiary,1394.31,5,13.0,73.68,8.3,7.0,8.2
320,Greater Accra,Tema,18,18-24,Male,basic,1619.42,2,17.0,56.13,5.1,4.5,5.9
321,Central,Mfantsiman,50,45-54,Female,secondary,1474.83,6,26.0,151.86,8.2,7.0,1.0
322,North East,Nalerigu,29,25-34,Female,tertiary,869.22,5,10.0,115.87,6.2,4.1,6.6
323,Ahafo,Goaso,19,18-24,Female,basic,1252.22,9,19.0,69.94,13.1,10.0,5.5
324,Savannah,Salaga,24,18-24,Female,basic,1373.55,6,20.0,81.87,13.8,4.9,5.4
325,Ashanti,Ejisu,45,45-54,Male,secondary,1071.25,3,21.0,56.11,5.4,2.4,6.7
326,Western,Shama,29,25-34,Male,tertiary,824.75,5,18.0,170.58,10.8,4.2,5.3
327,Savannah,Damongo,34,25-34,Male,basic,1173.05,6,11.0,99.03,6.3,6.2,7.1
328,Ashanti,Kumasi,23,18-24,Female,postgraduate,1048.91,7,7.0,92.52,8.5,9.6,7.9
329,Bono East,Kintampo,18,18-24,Female,basic,1833.24,6,15.0,151.54,9.1,8.1,8.4
330,Volta,Kpando,29,25-34,Female,tertiary,903.45,6,15.0,116.21,9.7,5.1,5.2
331,Western,Shama,28,25-34,Male,secondary,936.28,6,30.0,123.31,6.3,5.5,6.2
332,Northern,Tamale,46,45-54,Female,basic,1532.87,4,19.0,91.38,8.1,5.4,7.4
333,Central,Mfantsiman,18,18-24,Female,postgraduate,1225.63,7,27.0,100.83,11.9,5.7,6.6
334,Volta,Kpando,31,25-34,Female,basic,1626.11,7,28.0,105.76,9.2,5.2,4.9
335,Western,Axim,35,35-44,Male,basic,1234.53,7,37.0,93.54,9.7,6.6,4.7
336,Bono,Sunyani,33,25-34,Female,secondary,902.53,10,30.0,179.36,14.5,8.3,3.9
337,Western,Sekondi-Takoradi,28,25-34,Male,basic,2581.63,3,28.0,117.84,5.1,3.7,2.3
338,Eastern,Nsawam,26,25-34,Female,tertiary,606.62,6,16.0,200.56,8.8,7.5,5.7
339,Eastern,Akim Oda,28,25-34,Male,secondary,1314.58,7,35.0,161.16,10.6,6.2,3.6
340,Upper East,Paga,23,18-24,Female,basic,1090.49,7,20.0,53.54,11.7,7.2,3.6
341,Western,Tarkwa,24,18-24,Female,basic,700.41,5,12.0,63.92,6.5,4.9,9.3
342,Eastern,Akim Oda,31,25-34,Male,secondary,1512.02,5,24.0,85.04,7.9,6.7,6.7
343,Bono,Wenchi,37,35-44,Male,tertiary,1471.68,7,30.0,93.46,10.2,6.2,4.0
344,Volta,Hohoe,18,18-24,Female,secondary,1755.69,9,28.0,130.89,13.1,6.9,6.2
345,Upper West,Lawra,36,35-44,Female,tertiary,1444.25,6,19.0,85.15,10.3,8.1,3.9
346,Central,Mfantsiman,30,25-34,Male,secondary,1110.61,9,25.0,76.87,14.0,8.0,5.5
347,Western North,Sefwi Wiawso,31,25-34,Male,basic,3679.35,6,25.0,131.41,12.4,7.3,6.5
348,Western North,Bibiani,18,18-24,Male,tertiary,636.16,8,33.0,126.05,10.2,8.7,5.7
349,Upper West,Lawra,41,35-44,Male,basic,1469.96,7,36.0,182.88,10.1,8.2,4.0
350,Upper East,Navrongo,34,25-34,Male,basic,1390.12,7,28.0,110.69,13.0,6.8,5.4
351,Western North,Bodi,31,25-34,Female,postgraduate,1938.39,8,30.0,116.94,12.1,9.1,5.7
352,Eastern,Akim Oda,25,25-34,Male,postgraduate,1504.2,3,7.0,138.16,7.6,3.8,3.8
353,North East,Nalerigu,18,18-24,Male,secondary,1365.25,7,24.0,133.41,8.0,5.8,4.9
354,Bono East,Atebubu,33,25-34,Male,postgraduate,1306.23,2,8.0,209.1,4.4,3.6,4.5
355,Bono East,Kintampo,28,25-34,Male,secondary,1488.57,8,31.0,63.5,14.5,10.0,5.4
356,Northern,Tolon,22,18-24,Male,basic,2319.54,7,34.0,215.58,10.1,4.6,5.4
357,Ahafo,Asutifi South,36,35-44,Female,basic,691.91,7,28.0,59.32,12.3,7.2,3.7
358,Northern,Yendi,41,35-44,Female,secondary,684.54,6,15.0,139.29,9.1,5.7,4.5
359,Greater Accra,Kasoa East,27,25-34,Male,tertiary,835.37,4,0.0,82.88,4.3,6.4,3.5
360,Oti,Nkwanta South,19,18-24,Male,tertiary,726.5,2,6.0,75.14,2.3,1.7,7.0
361,Northern,Tolon,37,35-44,Female,postgraduate,1471.72,10,28.0,66.73,14.2,10.0,5.4
362,Western North,Juaboso,22,18-24,Male,postgraduate,1678.69,8,20.0,139.22,14.0,7.4,2.0
363,Savannah,Sawla,20,18-24,Male,secondary,711.86,2,16.0,94.15,0.2,1.0,6.6
364,Bono,Wenchi,33,25-34,Female,secondary,651.29,6,19.0,76.3,9.2,9.0,5.9
365,North East,Walewale,36,35-44,Female,postgraduate,882.16,7,26.0,115.59,10.9,5.3,7.5
366,Central,Mfantsiman,45,45-54,Female,secondary,617.04,4,22.0,157.84,5.7,3.6,6.0
367,North East,Nalerigu,23,18-24,Male,postgraduate,730.17,3,22.0,72.3,5.8,3.9,4.2
368,Western,Axim,36,35-44,Female,tertiary,1982.9,7,31.0,89.26,13.4,7.0,6.0
369,Ahafo,Asutifi South,29,25-34,Female,secondary,949.5,6,23.0,106.01,12.1,3.8,4.5
370,Volta,Kpando,18,18-24,Female,basic,1865.3,7,19.0,69.99,10.5,3.1,5.5
371,Northern,Tamale,31,25-34,Female,basic,824.58,7,18.0,91.66,9.5,6.0,10.0
372,Greater Accra,Accra,27,25-34,Female,tertiary,577.1,5,24.0,111.88,7.3,7.3,7.7
373,Upper West,Wa,18,18-24,Male,postgraduate,1304.75,10,34.0,97.94,13.8,10.0,7.9
374,Ashanti,Ejisu,35,35-44,Female,secondary,806.79,7,27.0,134.43,10.9,6.1,4.1
375,Bono,Sunyani,34,25-34,Male,tertiary,1292.53,5,33.0,196.42,8.1,5.3,7.5
376,Greater Accra,Tema,42,35-44,Female,postgraduate,1666.55,4,12.0,68.08,7.6,7.3,5.2
377,Northern,Tamale,29,25-34,Female,secondary,2311.73,7,36.0,97.63,11.0,7.8,7.6
378,Upper East,Bolgatanga,18,18-24,Female,secondary,1207.61,6,19.0,129.71,4.5,5.8,7.9
379,Central,Mfantsiman,47,45-54,Male,tertiary,3252.1,4,24.0,118.8,10.8,4.1,3.3
380,Savannah,Salaga,44,35-44,Male,secondary,1538.5,9,25.0,103.78,12.9,10.0,4.4
381,Savannah,Damongo,22,18-24,Male,secondary,1158.78,6,13.0,80.06,10.3,4.0,3.7
382,Western North,Bodi,18,18-24,Male,postgraduate,1587.08,6,14.0,130.18,11.2,5.2,7.0
383,Ashanti,Ejisu,27,25-34,Female,secondary,498.73,6,20.0,75.82,6.7,6.1,4.0
384,Central,Komenda,23,18-24,Female,secondary,1059.31,5,34.0,95.4,11.4,4.6,5.5
385,Eastern,Suhum,18,18-24,Female,postgraduate,629.09,6,17.0,100.06,11.4,6.9,4.8
386,Savannah,Damongo,18,18-24,Female,postgraduate,1739.7,7,19.0,101.3,11.7,8.6,9.0
387,Ahafo,Asutifi South,18,18-24,Female,postgraduate,1347.06,3,19.0,82.29,7.9,4.7,5.3
388,Savannah,Damongo,18,18-24,Male,postgraduate,713.14,6,28.0,98.51,9.2,6.9,6.0
389,Western North,Bibiani,25,25-34,Male,basic,449.42,4,6.0,71.08,3.9,2.3,6.0
390,Greater Accra,Accra,25,25-34,Female,tertiary,1342.26,5,17.0,116.73,11.0,3.8,4.1
391,Bono,Wenchi,35,35-44,Female,tertiary,583.91,9,21.0,107.31,11.3,10.0,3.9
392,Eastern,Akim Oda,25,25-34,Female,tertiary,1127.87,5,22.0,118.99,8.5,4.5,5.5
393,Upper East,Navrongo,29,25-34,Male,secondary,2524.45,2,16.0,85.15,5.4,2.5,4.8
394,North East,Nalerigu,25,25-34,Male,postgraduate,1463.3,5,26.0,93.08,3.6,3.8,8.4
395,Eastern,Suhum,30,25-34,Female,postgraduate,631.23,6,24.0,117.02,8.0,7.1,7.7
396,Bono,Berekum,38,35-44,Male,basic,1048.67,2,17.0,128.81,4.9,1.0,8.1
397,Bono East,Kintampo,29,25-34,Male,tertiary,1323.03,4,24.0,158.67,1.5,7.7,5.0
398,Upper West,Lawra,23,18-24,Female,basic,1083.36,6,30.0,127.11,9.2,4.2,8.0
399,Bono East,Techiman,31,25-34,Male,postgraduate,1333.32,4,21.0,84.32,3.7,6.0,8.1
400,Volta,Kpando,26,25-34,Female,secondary,1167.13,6,34.0,94.94,14.3,7.6,2.9
401,Savannah,Bole,28,25-34,Female,postgraduate,1050.62,6,20.0,73.42,12.5,7.4,4.8
402,Western,Axim,24,18-24,Female,postgraduate,600.66,2,11.0,70.54,0.2,1.0,6.8
403,Bono,Sunyani,37,35-44,Female,postgraduate,1065.28,5,23.0,111.94,6.8,4.6,5.3
404,Bono East,Nkoranza,45,45-54,Female,tertiary,1244.09,6,19.0,144.89,11.3,7.1,5.1
405,Western,Shama,25,25-34,Male,secondary,702.62,4,32.0,94.57,8.0,3.0,3.7
406,Ashanti,Mampong,28,25-34,Female,secondary,1425.54,3,28.0,71.5,5.8,2.7,5.1
407,Eastern,Nsawam,32,25-34,Female,secondary,900.7,9,33.0,52.84,14.0,7.8,7.6
408,Bono,Dormaa,37,35-44,Male,basic,1475.52,6,25.0,93.23,10.3,7.8,6.0
409,Volta,Ho,33,25-34,Female,tertiary,1185.96,6,13.0,104.61,8.3,3.3,6.5
410,Upper East,Bawku,35,35-44,Female,secondary,643.25,5,11.0,127.0,5.1,6.9,9.7
411,Oti,Jasikan,38,35-44,Male,secondary,1576.36,4,12.0,120.75,7.6,6.3,5.9
412,Upper West,Wa,28,25-34,Female,tertiary,776.07,8,20.0,112.25,11.5,8.2,7.0
413,Savannah,Sawla,35,35-44,Female,postgraduate,1131.87,7,18.0,87.23,12.8,4.4,6.5
414,Central,Mfantsiman,32,25-34,Female,postgraduate,1919.1,2,28.0,164.87,8.7,3.9,7.4
415,Bono East,Nkoranza,25,25-34,Male,tertiary,1067.76,1,9.0,101.33,1.2,2.4,6.5
416,Volta,Kpando,40,35-44,Male,secondary,976.62,6,25.0,73.86,9.7,6.3,3.8
417,Eastern,Akim Oda,28,25-34,Female,secondary,854.66,5,15.0,92.11,6.7,7.6,6.5
418,Upper East,Navrongo,22,18-24,Male,basic,495.7,6,8.0,96.48,8.4,6.2,6.3
419,Bono East,Techiman,35,35-44,Female,basic,674.37,4,13.0,116.12,7.5,3.3,3.8
420,Western,Shama,36,35-44,Female,secondary,1093.29,6,19.0,92.67,7.4,7.4,5.2
421,Eastern,Nsawam,29,25-34,Female,basic,855.61,6,2.0,101.29,3.9,7.9,4.8
422,Oti,Nkwanta South,24,18-24,Female,basic,1582.56,6,16.0,68.82,10.9,5.5,4.3
423,Eastern,Koforidua,18,18-24,Female,basic,856.53,5,12.0,91.74,7.7,1.0,3.5
424,Savannah,Salaga,23,18-24,Male,tertiary,759.88,6,26.0,90.45,8.5,4.8,7.8
425,Western,Shama,31,25-34,Male,secondary,1497.64,7,23.0,165.04,12.7,7.7,6.0
426,Volta,Ho,21,18-24,Male,secondary,1151.94,7,19.0,91.13,9.4,7.6,6.2
427,Eastern,Akim Oda,55,55-65,Male,postgraduate,922.48,8,37.0,97.52,13.7,8.9,5.9
428,Oti,Dambai,27,25-34,Female,secondary,427.65,6,5.0,62.49,9.7,7.6,7.6
429,Western North,Bodi,18,18-24,Female,secondary,872.49,6,9.0,148.12,7.9,5.9,5.1
430,Upper West,Jirapa,35,35-44,Male,basic,1501.34,5,19.0,52.58,11.5,4.7,6.6
431,Eastern,Akim Oda,44,35-44,Male,postgraduate,754.08,7,27.0,57.18,11.8,4.3,9.7
432,Western,Axim,42,35-44,Male,basic,1349.73,7,20.0,141.27,8.5,7.6,4.9
433,Eastern,Koforidua,37,35-44,Female,basic,1682.3,6,12.0,89.66,10.8,4.6,6.5
434,Ashanti,Kumasi,40,35-44,Male,postgraduate,561.95,5,30.0,124.76,6.9,4.7,6.1
435,Bono,Dormaa,20,18-24,Male,secondary,1011.25,6,24.0,89.27,8.1,6.1,6.5
436,Upper West,Lawra,57,55-65,Male,tertiary,888.06,5,27.0,78.3,3.9,4.3,3.0
437,Ashanti,Mampong,30,25-34,Male,basic,806.72,7,9.0,89.53,9.0,7.4,6.2
438,Bono East,Atebubu,30,25-34,Male,postgraduate,947.29,6,27.0,45.47,7.6,8.6,5.0
439,Western,Sekondi-Takoradi,32,25-34,Female,secondary,2078.02,6,23.0,95.78,7.0,6.6,3.7
440,Eastern,Koforidua,28,25-34,Female,secondary,646.82,2,8.0,115.96,2.0,1.8,9.2
441,Ashanti,Mampong,41,35-44,Male,secondary,831.08,5,31.0,87.01,4.6,5.2,8.0
442,Oti,Kadjebi,31,25-34,Male,postgraduate,1738.66,4,22.0,88.69,8.8,1.7,7.5
443,Upper East,Navrongo,22,18-24,Male,basic,796.83,7,21.0,53.35,6.7,8.1,5.0
444,Greater Accra,Accra,18,18-24,Female,secondary,1195.66,5,26.0,121.88,9.5,5.1,4.1
445,Volta,Keta,18,18-24,Female,postgraduate,1128.39,3,13.0,139.7,3.4,4.0,4.8
446,Savannah,Salaga,33,25-34,Female,tertiary,2943.4,4,16.0,60.71,7.8,5.7,5.1
447,Upper East,Bolgatanga,30,25-34,Female,secondary,2392.68,5,17.0,115.89,8.8,6.0,6.3
448,Bono East,Nkoranza,30,25-34,Female,basic,1533.52,8,17.0,104.28,11.2,8.8,6.2
449,Eastern,Koforidua,32,25-34,Female,postgraduate,1152.27,9,35.0,90.3,12.2,10.0,6.6
450,Savannah,Bole,31,25-34,Male,tertiary,1002.0,4,19.0,69.9,5.4,2.5,6.2
451,Ahafo,Tano North,48,45-54,Male,basic,528.56,10,9.0,158.31,11.1,10.0,6.9
452,Ashanti,Ejisu,20,18-24,Female,secondary,1770.04,7,21.0,131.24,9.3,6.6,5.4
453,North East,Chereponi,35,35-44,Female,basic,1250.75,6,17.0,79.74,7.2,6.2,9.8
454,Greater Accra,Kasoa East,59,55-65,Female,tertiary,2310.52,5,34.0,110.23,8.4,5.9,7.4
455,Western North,Juaboso,33,25-34,Female,postgraduate,2755.96,8,48.0,102.78,13.3,7.3,6.5
456,Bono East,Atebubu,31,25-34,Female,basic,1396.64,9,29.0,96.84,11.9,7.9,3.6
457,Eastern,Akim Oda,48,45-54,Female,postgraduate,877.16,6,37.0,91.74,8.7,8.0,5.9
458,Bono,Wenchi,41,35-44,Female,postgraduate,1518.77,4,27.0,59.11,9.3,3.9,2.4
459,North East,Walewale,31,25-34,Female,tertiary,1867.28,7,26.0,73.54,12.0,7.8,3.1
460,Savannah,Sawla,18,18-24,Female,postgraduate,1214.29,3,22.0,173.27,6.7,3.8,7.9
461,Greater Accra,Accra,28,25-34,Male,secondary,622.48,7,17.0,86.09,4.3,8.7,6.6
462,Northern,Tolon,38,35-44,Male,tertiary,1044.68,2,28.0,64.04,4.4,1.8,7.5
463,Central,Komenda,34,25-34,Female,basic,1282.54,5,20.0,84.95,8.3,6.5,5.5
464,Ashanti,Ejisu,29,25-34,Female,basic,720.57,9,35.0,87.61,14.2,8.2,5.1
465,Bono,Berekum,40,35-44,Female,postgraduate,1478.96,8,39.0,181.42,16.5,8.0,5.2
466,Eastern,Akim Oda,31,25-34,Female,tertiary,509.95,7,5.0,112.57,10.8,8.1,4.8
467,Ahafo,Asutifi South,20,18-24,Male,tertiary,1305.48,6,13.0,156.91,11.5,6.0,3.4
468,Ashanti,Kumasi,20,18-24,Female,basic,852.7,3,17.0,44.86,5.7,1.8,6.9
469,Ahafo,Tano North,33,25-34,Female,basic,765.62,9,38.0,124.64,15.1,9.6,5.0
470,Upper West,Lawra,41,35-44,Female,secondary,1505.18,9,38.0,122.95,13.5,6.5,4.0
471,Western North,Sefwi Wiawso,20,18-24,Male,secondary,1251.73,3,8.0,106.78,5.0,1.0,4.0
472,Upper East,Navrongo,30,25-34,Male,tertiary,369.94,5,7.0,100.21,7.0,7.7,5.0
473,Oti,Nkwanta South,30,25-34,Female,basic,664.9,6,20.0,246.21,6.5,5.8,4.4
474,Western North,Sefwi Wiawso,45,45-54,Male,tertiary,2018.56,4,26.0,130.91,2.4,6.9,6.1
475,Bono,Berekum,21,18-24,Male,secondary,379.56,8,33.0,82.0,8.4,7.3,6.8
476,North East,Chereponi,29,25-34,Male,postgraduate,1615.83,6,18.0,49.3,12.3,6.5,8.3
477,Bono East,Nkoranza,23,18-24,Male,tertiary,419.54,7,20.0,112.78,9.9,7.6,4.1
478,Savannah,Sawla,24,18-24,Male,basic,535.27,5,6.0,91.06,9.4,7.2,8.1
479,Upper East,Bolgatanga,30,25-34,Female,tertiary,985.75,7,24.0,180.93,10.1,6.7,3.9
480,Greater Accra,Tema,47,45-54,Female,secondary,1333.28,5,25.0,78.91,6.4,4.6,8.3
481,Northern,Yendi,36,35-44,Male,secondary,2758.68,5,32.0,111.05,10.8,5.3,7.2
482,Volta,Hohoe,18,18-24,Female,basic,837.22,5,5.0,204.81,6.1,4.7,7.2
483,Savannah,Sawla,27,25-34,Male,tertiary,1116.84,8,32.0,108.86,10.5,6.8,5.0
484,Central,Cape Coast,27,25-34,Male,secondary,1280.34,7,20.0,120.5,13.0,8.8,5.0
485,Bono East,Nkoranza,45,45-54,Male,tertiary,820.96,6,27.0,129.65,11.2,6.3,5.9
486,Western,Shama,26,25-34,Male,postgraduate,1249.07,6,38.0,104.36,8.3,6.4,7.7
487,Northern,Tolon,25,25-34,Female,secondary,916.24,8,28.0,92.78,11.3,8.1,3.2
488,Oti,Jasikan,22,18-24,Female,secondary,1649.96,5,14.0,125.45,9.4,6.1,4.5
489,Central,Mfantsiman,41,35-44,Female,secondary,1658.13,6,26.0,155.27,11.0,6.5,8.1
490,Northern,Tolon,25,25-34,Female,tertiary,1163.9,7,18.0,108.67,11.5,10.0,5.2
491,Oti,Kadjebi,42,35-44,Male,basic,883.58,4,28.0,101.47,6.9,2.0,6.2
492,Bono East,Kintampo,40,35-44,Male,secondary,741.9,6,13.0,177.16,10.4,5.6,9.3
493,Oti,Dambai,24,18-24,Female,tertiary,1897.04,7,36.0,94.39,12.2,6.2,5.8
494,Oti,Dambai,20,18-24,Female,secondary,1610.2,5,27.0,126.37,6.3,5.5,6.3
495,Northern,Tamale,21,18-24,Male,tertiary,1265.49,9,22.0,106.98,15.1,10.0,6.1
496,Oti,Jasikan,34,25-34,Female,secondary,1195.51,5,27.0,160.38,6.6,6.8,3.8
497,Upper West,Lawra,39,35-44,Male,secondary,1702.67,7,19.0,100.22,9.5,5.2,6.9
498,Greater Accra,Madina,38,35-44,Female,postgraduate,778.72,6,28.0,109.65,9.2,6.6,5.8
499,Savannah,Damongo,29,25-34,Female,secondary,3596.42,8,29.0,64.28,15.9,8.3,8.2
500,Volta,Keta,18,18-24,Female,basic,2231.98,5,44.0,108.21,12.3,8.1,6.4
501,Northern,Tamale,22,18-24,Female,secondary,1302.01,9,22.0,88.73,10.5,10.0,6.1
502,Bono East,Atebubu,33,25-34,Male,basic,1463.97,5,31.0,73.35,9.8,3.0,6.2
503,Oti,Kadjebi,18,18-24,Female,postgraduate,1188.95,7,22.0,98.16,7.5,9.3,3.7
504,Western North,Sefwi Wiawso,27,25-34,Female,postgraduate,700.04,7,19.0,162.91,10.8,7.6,5.3
505,Upper West,Tumu,37,35-44,Female,postgraduate,1107.02,7,24.0,82.12,6.4,7.1,4.2
506,Greater Accra,Kasoa East,29,25-34,Female,postgraduate,1289.18,10,41.0,131.84,20.4,7.7,4.6
507,Bono,Dormaa,29,25-34,Male,secondary,1073.06,4,14.0,81.06,5.8,3.5,8.7
508,Oti,Nkwanta South,41,35-44,Female,basic,728.6,5,27.0,66.98,7.7,7.8,5.1
509,Savannah,Salaga,18,18-24,Female,basic,1175.03,3,8.0,118.66,5.7,3.1,5.6
510,Bono,Sunyani,32,25-34,Male,secondary,471.85,9,19.0,133.14,9.7,9.0,5.0
511,Western North,Bodi,36,35-44,Male,secondary,1087.29,7,28.0,140.16,10.5,8.7,5.5
512,Oti,Jasikan,19,18-24,Male,secondary,2354.37,4,35.0,158.98,8.4,1.4,3.5
513,Oti,Jasikan,39,35-44,Female,basic,1297.78,2,10.0,122.86,3.7,1.3,5.8
514,Bono,Berekum,27,25-34,Female,secondary,866.56,3,27.0,87.36,6.5,3.7,8.5
515,Bono,Berekum,34,25-34,Female,postgraduate,1315.45,7,16.0,56.27,7.5,10.0,7.5
516,Oti,Nkwanta South,34,25-34,Male,tertiary,715.32,6,1.0,89.39,10.9,7.3,5.4
517,Upper West,Wa,40,35-44,Male,basic,753.51,5,6.0,175.13,6.9,3.6,5.8
518,Bono East,Atebubu,27,25-34,Male,basic,500.01,6,19.0,75.87,6.3,6.4,6.1
519,Oti,Jasikan,42,35-44,Female,postgraduate,795.56,5,25.0,78.69,9.6,4.8,6.4
520,Oti,Kadjebi,18,18-24,Male,secondary,1159.58,7,38.0,67.39,12.5,6.7,6.6
521,Upper East,Navrongo,40,35-44,Male,basic,1004.06,7,20.0,99.1,7.7,6.7,4.9
522,Ashanti,Mampong,25,25-34,Female,postgraduate,1429.98,2,17.0,142.68,5.2,2.1,3.6
523,Eastern,Koforidua,36,35-44,Male,tertiary,814.49,6,20.0,253.05,7.6,4.1,5.7
524,Northern,Yendi,28,25-34,Female,tertiary,1043.04,7,16.0,52.39,11.9,8.2,5.0
525,Greater Accra,Tema,35,35-44,Male,tertiary,885.63,7,13.0,63.76,8.1,6.6,6.1
526,Upper East,Navrongo,40,35-44,Female,postgraduate,776.71,4,26.0,180.16,4.4,2.7,7.1
527,Central,Kasoa,34,25-34,Female,postgraduate,757.27,5,23.0,99.63,6.7,2.5,7.8
528,Ashanti,Kumasi,25,25-34,Male,postgraduate,679.45,4,11.0,87.51,5.9,3.6,5.5
529,Oti,Jasikan,35,35-44,Female,postgraduate,1826.54,4,27.0,49.13,9.6,3.7,3.8
